Title,Perusahaan,Kategori,Lokasi,Skills,Lat,Lon,Klasifikasi
Content Creator,Fisura Scarf,Content Creator,Tangerang,"Editing, Capcut, Conten Creation, Komunikasi",-6.1761924,106.6382161,NON-IPTEK
Staff Marketing,Beyond Lights,Staff Marketing,Bogor,"Digital Ads, Content creation",-6.5963564,106.7973188,NON-IPTEK
Marketing Executive,PT Trimasjaya,Marketing Executive,Surabaya,"Networking, Negosiasi, Komunikatif, Gambar kerja",-7.2462836,112.7377674,NON-IPTEK
Marketing,PT Trimasjaya,Marketing Executive,Jakarta,"Marketing Strategy, Komunikatif",-6.1754049,106.827168,NON-IPTEK
Marketing,CIKARANG ACADEMY INDONESIA SENDING ORGANIZATION,Marketing Executive,Bekasi,"Menguasai Microsoft office, Menguasai Bahasa Jepang Lebih diutamakan",-6.2349858,106.9945444,NON-IPTEK
Content Writer,PT. Loker Asli Indonesia,Content Writer,Yogyakarta,Pengalaman di bidang Content Writing dibuktikan dengan melampirkan portfolio. 2. Familiar dengan konsep Wordpress. 3. Update dengan isu terkini. 4. Familiar dengan AI.,-7.801349,110.3647351,NON-IPTEK
Content Creator,PT Yade Automotive Trading,Content Creator,Tangerang Selatan,"Editing Video dan Gambar, Public Speaking., Kreatif dan inovatif, Konten Kreator, passion di bidang konten digital, marketing, dan branding.",-6.3227016,106.7085737,NON-IPTEK
Marketing Staff,PT RICK AUTO,Staff Marketing,Jakarta,"Office Ms. Word, Ms. Excel, Ms. Powerpoint, Komunikasi dan negosiasi dengan baik., Analisi Data",-6.1754049,106.827168,NON-IPTEK
Online Marketing Specialist,Liferin Healthy Foods,Marketing Online,Sleman,"SEO, SEM,, Digital Marketing",-7.6894175,110.3812904,NON-IPTEK
Digital Marketing,Sumber Agung Ponorogo,Digital Marketing,Ponorogo,"Video Editing, Corel dan Photoshop., Media Sosial, Membuat konten, Marketplace E-commerce",-7.9712267,111.4988929,NON-IPTEK
Junior Creative,PT Raga Karya Diwangsa,Content Marketing,Tangerang Selatan,"Desain Adobe Photoshop, Adobe Illustrator, Desain Grafis, Canva, Bahasa Indonesia, Bahasa Inggris, Komunikasi dan interaksi, Conten Creator, InDesign",-6.3227016,106.7085737,NON-IPTEK
Sales Marketing,RUGONAL,Marketing Communication,Jakarta,Komunikasi interpersonal dan presentasi yang kuat. - Analisis pasar dan strategi pemasaran. - Negosiasi dan closing deal. - Management waktu dan organisasi. - Memiliki kemampuan komunikasi dan negosiasi yang baik.,-6.1754049,106.827168,NON-IPTEK
Content Creator,PT INTI SEMESTA HARMONI,Content Creator,Jakarta,"Talent, Conten creating, Edit foto dan video, Host live streaming Shopee TikTok",-6.1754049,106.827168,NON-IPTEK
Social Media Content Creator,PT Kamar Orang Semua,Social Media Specialist,Tangerang,"Video Editing, Copy Writing, Kreatif dan inovatif, Fotografer, Edit foto Adobe Photoshop",-6.1644013,106.4679311,NON-IPTEK
Staff Marketing,PT. HEKSA JAYA SUKSES ABADI,Marketing Executive,Jakarta,Memiliki kemampuan komunikasi yang baik - Menguasai Ms. Office - Mampu menjalin hubungan baik dengan siapapun - Memiliki pengetahuan tentang karakteristik konsumen agar mampu melakukan pendekatan,-6.1754049,106.827168,NON-IPTEK
KOL Partnership Specialist,PT WIDE SUCCESS INDONESIA (Pusat),KOL Specialist,Tangerang,"Communication, Negotiable Skills, Relationship Building",-6.1761924,106.6382161,NON-IPTEK
Content Creator,PT. Amanah Seruan Alam,Content Creator,Bekasi,"Mahir menggunakan CapCut Memiliki pengalaman sebagai content creator, diutamakan di platform TikTok",-6.2349858,106.9945444,NON-IPTEK
Staf Marketing,SALUT WIBAWA SAKTI,Marketing Communication,Bekasi,Conten Creator Membuat konten sesuai tujuan perusahaan atau organisasi baik untuk tujuan promosi maupun reportasi.,-6.2349858,106.9945444,NON-IPTEK
Supervisor Marketing,CV MITRA JAYA GROUP,Marketing Supervisor,Depok,"Coaching Karyawan dan Leadership, Strategi penjualan, Mampu membuat strategi penjualan serta mengoptimalkan angka penjualan di Cabang Mampu berkomunikasi dengan baik Selling skills",-6.40719,106.8158371,NON-IPTEK
Conten Creator,PT. CHAN BROTHERS TRAVEL INDONESIA,Content Creator,Jakarta,menguasai cara bikin edit konten dan bikin konten baik di IG maupun di Tiktok,-6.1754049,106.827168,NON-IPTEK
Marketing Executive,Biro Psikologi Psikodinamika,Marketing Executive,Tangerang Selatan,"Bisa membuat rab, Bisa Microsoft office, Excel, Word, PPT, Canva, AI, Bisa membuat proposal penawaran, Bisa paparanpresentasi",-6.3227016,106.7085737,NON-IPTEK
Digital Marketing,Bazic Products Indonesia,Digital Marketing,Jakarta,Desain GrafIs Mendesain Konten,-6.1754049,106.827168,NON-IPTEK
Marketing Executive,Kairos Digital Printing,Marketing Executive,Jakarta,Skill Komunikasi,-6.1754049,106.827168,NON-IPTEK
Sales Executive,Natural Digital Printing,Sales Executive,Surakarta / Solo,Komunikasi yang lancar,-7.5815339,110.8218905,NON-IPTEK
Staf Hubungan Industri,SMK PRAKARYA INTERNASIONAL,Public Relation / Humas,Bandung,Menguasai Microsoft Office 2. Memahami IT 3. Memahami kegiatan hubungan industri,-6.9218457,107.6070833,NON-IPTEK
Marketing,CV MITRA JAYA GROUP,Marketing Executive,Jakarta,Komunikatif Selling skills,-6.1754049,106.827168,NON-IPTEK
Marketing Executive,Natural Digital Printing,Marketing Executive,Surakarta / Solo,Komunikatif,-7.5815339,110.8218905,NON-IPTEK
Social Media Specialist,PT. Citra Megah Kreasindo,Social Media Specialist,Jakarta,Terampil dalam pengambilan dan pengeditan fotovideo produk - Terbiasa menggunakan Microsoft Word dan Excel,-6.1754049,106.827168,NON-IPTEK
Social Media Creative Staff,Kaospolosjaya,Social Media Specialist,Surabaya,"Memiliki kemampuan public speaking yang baik dan kreatif, Memiliki kemampuan dasar video editing seperti capcut dan canva, Memiliki kemampuan copywriting untuk membuat caption atau konsep yang menarik",-7.2462836,112.7377674,NON-IPTEK
Staff Marketing,PT. Tele Globe Global,Marketing Communication,Bekasi,Menguasai bahasa inggris 2. Menguasai sistem marketing internet,-6.2349858,106.9945444,NON-IPTEK
Staff Marketing,PT. Sebastian Jaya Metal,Marketing / Pemasaran,Bekasi,"Mampu menyusun perencanaan strategi dan laporan bulanan maupun tahunan 2. Mampu melaksanakan program promosi dan branding 3. Memiliki kemampuan komunikasi, negosiasi dan persentasi yang baik 4. Memiliki kemampuan mengoperasikan Ms. Office Word, E",-6.2349858,106.9945444,NON-IPTEK
Staff Management Trainee,PT. JAYAMANDIRI GEMASEJATI (JG MOTOR GROUP),Management Trainee,Bandung,Memahami tugas dan tanggung jawab sebagai management trainee - Minat terhadap bidang pemasaran khususnya bidang otomotif,-6.9218457,107.6070833,NON-IPTEK
Digital Media Marketing,Els Coorp,Social Media Specialist,Depok,"Mampu melakukan maintenance website dan update konten secara berkala. - Menguasai sosial media Instagram, TikTok, dll. dan platform marketplace Shopee, Tokopedia, dll.. - Terampil dalam pembuatan konten visual gambarvideo menjadi nilai tamba",-6.40719,106.8158371,NON-IPTEK
Staff Marketing,PT. JASATAMA PRIMA LESTARI JAYA,Marketing / Pemasaran,Yogyakarta,Bisa berkomunikasi dg baik,-7.801349,110.3647351,NON-IPTEK
Marketing Executive,PT ZHULIAN AZANA NETWORK,Marketing Executive,Medan,"Strong written and verbal communication skills, with the ability to create compelling and engaging content, Proficiency in using marketing tools and platforms, such as social media management, email marketing, and analytics software, Knowledge of",3.5894617,98.6741623,NON-IPTEK
Staff Marketing,Tamanna Coffee & Eatery,Staff Marketing,Jakarta,"Kreatif, komunikatif, dan percaya diri saat berhadapan dengan klien - Memiliki kemampuan negosiasi dan interpersonal yang kuat - Paham dasar digital marketing seperti ads, SEO, dan konten media sosial nilai plus - Siap bekerja dengan target dan w",-6.1754049,106.827168,NON-IPTEK
Content & Partnership Manager,PT.Collaboration Rahayu Bestari,Content Manager,Bogor,"Riset tren dan ide konten kreatif artikel, video, sosial media, dll., Copywriting dan storytelling yang engaging, Familiar dengan berbagai platform media sosial dan digital marketing, Menguasai tools seperti Google Analytics, Meta Business Su",-6.5963564,106.7973188,NON-IPTEK
Social Media Officer,ACOM Digital Kreasi,Social Media Specialist,Tangerang Selatan,"Social Media, Content Creator, Kreatif dalam copywriting dan memahami platform media sosial dan fitur-fiturnya - Menguasai berbagai media sosial Instagram, TikTok, Facebook, Twitter, YouTube, dll. - Memiliki pengetahuan yang baik tentang proses bisnis di bidang media sosial - M",-6.3227016,106.7085737,NON-IPTEK
Staff Marketing,PT. Bukwang Textile Indonesia,Admin Marketing,Karawang,"Communication, Microsoft (MS) Excel, Microsoft (MS) Powerpoint, Microsoft (MS) Word",-6.2649114,107.4294213,NON-IPTEK
Marketing Project,PT. Sindotech Caturtama,Project Marketing,Samarinda,Komunikatif dan mampu menjalin hubungan yang baik dengan pelanggan Memiliki kemampuan presentasi dan negosiasi yang kuat,-0.5017804,117.1393089,NON-IPTEK
Content Creator,Els Coorp,Content Creator,Depok,"Skill bahasa indonesia, canva dan capcut, paham ilmu photoshop",-6.40719,106.8158371,NON-IPTEK
Staff Tender,Biro Psikologi Psikodinamika,Brand Marketing,Tangerang,"Memiliki kemampuan design dan editing yang baik website, Photoshop, coreldraw, premier dan membuat content creatif, Familiar dengan LPSE, E-Katalog dan portal lelang lainnya, Interpersonal dan communication skill yang baik, menguasai Bahasa Ing",-6.1761924,106.6382161,NON-IPTEK
Staff Marketing,PT. DIVA MITRA SINERGI,Staff Marketing,Jakarta,"Negosiasi, Marketing and sales., Komunikasi",-6.1754049,106.827168,NON-IPTEK
Marketing Lab,PT. Prasida Arta Begja Kamayangan,Medical Representative,Bandung,Menguasai sistem tender Lab. Uji dan Lab. Lingkungan - Bahasa Inggris Aktif,-6.9218457,107.6070833,NON-IPTEK
Digital Marketing,PT. TIGAER INDONESIA JAYA,Digital Marketing,Jakarta,"marketing, Social Media Advertising, Marketing E-commerce",-6.1754049,106.827168,NON-IPTEK
Marketing Manager,PT Tamasya Hati Global,Sales Marketing Manager,Depok,"Komunikasi dan interaksi, Managerial, Marketing Strategi Marketing, Promosi, Internet Marketing, Analisis Pasar, Negosiasi, 4P, CGI",-6.40719,106.8158371,NON-IPTEK
Lead Marketing,Poinball Billiard,Manager Marketing,Jakarta,"marketing, Sales Marketing, Team Management, Customer Data Analis CDA, Report Analytics",-6.1754049,106.827168,NON-IPTEK
KOL Specialist Internship,Strategis Digital,KOL Specialist,Jakarta,"Microsoft Office, KOL",-6.1754049,106.827168,NON-IPTEK
Conten Creator,Mikiee Miniee Fashion Store,Content Creator,Medan,"Social Media, Canva, Copywriting, Copywriting Content Writing, Editing Video with CapCut, inShot",3.5894617,98.6741623,NON-IPTEK
Sosial Media Specialist,PT Cipta Arta Anugrah,Social Media Specialist,Jakarta,"Conten Creator, Sosial Media Adverthising",-6.1754049,106.827168,NON-IPTEK
Digital Marketing,PT Persona Prima Utama,Digital Marketing,Jakarta,Kemampuan SEO Google ads,-6.1754049,106.827168,NON-IPTEK
Content Creator,Hijab Hayuri,Content Creator,Bekasi,"Analisa Data, Content creation, Content Planner, Copy Writeing, Insight atau Analisa Sosial Media, Content Creator Content Planner",-6.2349858,106.9945444,NON-IPTEK
Customer Engagement & Lead Development Officer,Jatiluhur Glass,Marketing Communication,Jakarta,"Menguasai Microsoft Office Excel, Word, dll 2.Dapat berkomunikasi yang baik kepada pelanggan 3.dapat bernegosiasi yang efektif 4.Pengetahuan produk yang mendalam 5.kemampuan memahami kebutuhan pelanggan 6.Keterampilan presentasi yang baik",-6.1754049,106.827168,NON-IPTEK
Marketing,PT Gemilang Maju Berjaya,Marketing Communication,Surabaya,Public Speaking - Microsoft Office - Sosisal Media - Statistik,-7.2462836,112.7377674,NON-IPTEK
"Digital Marketing, Branding & Digital Specialist",PT Gemilang Maju Berjaya,Digital Marketing,Surabaya,"PT Gemilang Maju Berjaya yang bergerak di bidang pengajaran bahasa Mandarin membutuhkan tenaga digital marketing. Sesuai dengan visi misi perusahaan kami, maka calon pelamar kami harapkan mempunyai semangat modern, inovatif dan siap dibentuk. Unit pr",-7.2462836,112.7377674,NON-IPTEK
Staff Marketing,SMK PRAKARYA INTERNASIONAL,Marketing / Pemasaran,Bandung,"Menguasai MS office, Excel - Memahami Video Editing",-6.9218457,107.6070833,NON-IPTEK
Content Creator,Tevis Foundation,Content Creator,Bandung,"Bersedia menghasilkan ide-ide kreatif dan membuat konten berbentuk poster ataupun video - Menguasai corel drawAdobe Ilustrator, Adobe premier, Canva",-6.9218457,107.6070833,NON-IPTEK
Meta Advertiser,Tevis Foundation,Digital Ads Specialist,Bandung,Kemampuan mengelola dashboard META ads,-6.9218457,107.6070833,NON-IPTEK
Marketing Interior Design,PT. Vetira Pribadi Kreasi,Marketing Executive,Jakarta,"Memahami dasar-dasar desain interior dan material. Mampu berkomunikasi dengan baik secara internal maupun eksternal. Menguasai Microsoft Word amp, Excel. Fasih berbahasa Inggris menjadi nilai tambah",-6.1754049,106.827168,NON-IPTEK
Content Creator,IGB Media,Content Creator,Surabaya,Memiliki kemampuan managemen content creator yang baik 2. Menguasai basic Software Desain Photosho amp Illustrator 3. Memiliki kemampuan tambahan di bidang editing photo dan photography 4. Memiliki kemampuan tambahan di bidang copywriting 5. M,-7.2462836,112.7377674,NON-IPTEK
Marketing Komunikasi,KOPERASI NUSA RAYA CIPTA,Marketing Communication,Jakarta,"Kemampuan untuk bekerjasama sebagai tim - Memiliki pengetahuan yang baik tentang teknis pemasaran - Menguasai Microsoft Office word, excel, power point, dll - Mempunyai kemampuan analisa dan komunikasi yang baik",-6.1754049,106.827168,NON-IPTEK
Marketing,CV MITRA JAYA GROUP,Marketing Executive,Tangerang,Memiliki kemampuan komunikasi yang baik Selling skills,-6.1761924,106.6382161,NON-IPTEK
Staff Marketing,PT. EKNO YUAG INDONESIA,Marketing Communication,Cikarang,MS office Negosiasi dan komunikasi yang baik,-6.2553138,107.1450733,NON-IPTEK
Content Creator,PT. SUKSES KOMPUTINDO ABADI,Content Creator,Bekasi,"Memiliki keterampilan dalam komunikasi., Memiliki kemampuan creative thinking., Mampu melakukan riset konten dan tren., Memiliki pemahaman dasar mengenai tools dalam social media analytics., Memiliki pemahaman mengenai Social Media Marketing me",-6.2349858,106.9945444,NON-IPTEK
Content Creator,PT.Collaboration Rahayu Bestari,Content Creator,Bogor,"Menguasai Aplikasi edit video seperti capcut, atau software editing lainnya. Memahami tren sosial media terkini, terutama instagram, reels dan tiktok menguasai dasar dasar manajemen live streaming di social media dan platfrom e-commerce komunikatif d",-6.5963564,106.7973188,NON-IPTEK
Content Creator,PT KARYA DELITAMA,Content Creator,Tangerang,"Bisa edit video pakai CapCut, Adobe Premiere, atau aplikasi sejenis. - Terbiasa merekam video pakai kamera DSLR, mirrorless, atau HP. - Bisa desain gambar pakai Photoshop, CorelDRAW, atau aplikasi desain lainnya. - Mengetahui tren dan cara kerja Ti",-6.1644013,106.4679311,NON-IPTEK
Digital Marketing,FC Computer PIK,Digital Marketing,Jakarta,"Mampu menjalankan iklan sesuai dengan budget dan target yang sesuai - Mengerti sosial media Ig, FB, Tiktok, dan lain-lain - Mampu Menjalankan strategi marketing yang handal - Komunikasi yang bagus dan profesional",-6.1754049,106.827168,NON-IPTEK
Content Creator,cctvdistro,Content Creator,Surabaya,"Menguasai aplikasi editing video Capcut, Canva dan AI 2. Memiliki kemampuan copywriting yang baik",-7.2462836,112.7377674,NON-IPTEK
Staff Magang Pemasaran,PT Persona Prima Utama,Marketing Communication,Jakarta,Menguasai Microsoft Office - Keterampilan komunikasi. - Keterampilan presentasi. - Keterampilan negosiasi. - Kemampuan penjualan.,-6.1754049,106.827168,NON-IPTEK
Digital Marketing,PT. Mitra Suksestama Indonesia,Digital Marketing,Jakarta,"Digital Marketing, Komunikasi Pemasaran, Pengelolaan Media Sosial Sebagai Social Media Specialist, saya memiliki keahlian dalam menciptakan, merencanakan, dan menjadwalkan konten untuk platform media sosial.",-6.1754049,106.827168,NON-IPTEK
Staff Pemasaran (Marketing),PT DIAMOND MACHINERY INDONESIA,Marketing Executive,Jakarta,Mampu memasarakan produk dan jasa agar di kenal oleh calon konsumen Kemampuan berkomunikasi secara efektif Memahami Sosial Media Dapat mengolah gambar,-6.1754049,106.827168,NON-IPTEK
Marketing Executive,PT. Zhafirah Mitra Madina,Marketing Executive,Blora,"marketing, Marketing communication, Negosiasi, Sales Marketing, Sales Marketing Strategy, Sales, Marketing Digital",-7.110613,111.4204319,NON-IPTEK
Creative Creator,PT. DRW CORPORA INDONESIA,Content Creator,Yogyakarta,"Content, Branding Awareness., Branding activity, launching, exhibition",-7.801349,110.3647351,NON-IPTEK
Marketing Executive,PT. Zhafirah Mitra Madina,Marketing Executive,Tegal,"marketing, Communication, Negosiasi, Sales Marketing, Sales Marketing Strategy, Sales",-6.8674488,109.1378271,NON-IPTEK
Marketing Manager,Bali Living Homeware,Sales Marketing Manager,Badung,"Digital Marketing, Brand Management, Paid Ads, Komunikasi dan interaksi, Manager Marketing, Social Media Content Strategy, Marketing Analytics, Strong communication and leadership skills, Campaign Execution, Content Planning Content Creating",-8.6448725,115.1359046,NON-IPTEK
Online Sales Officer (for Memorial Park),Insira Memorial Park,Sales Online,Yogyakarta,"Presentasi dan Komunikasi, Komunikasi dengan customer, CRM, Selling and Representing skill, Live Chat agent",-7.801349,110.3647351,NON-IPTEK
Marketing Executive,PT. Zhafirah Mitra Madina,Marketing Executive,Surakarta / Solo,"marketing, Communication, Sales Marketing, Sales Marketing Strategy, Sales, Relation management",-7.5815339,110.8218905,NON-IPTEK
Direktur Pemasaran,CV TUNAS ABADI,Head of Marketing,Bandung,"Analisa dan pengembangan brand awareness, Pemasaran dan Penjualan, Komunikasi negosiasi dan membangun relasi",-6.9218457,107.6070833,NON-IPTEK
Direktur Pemasaran,CV TUNAS ABADI,Head of Marketing,Jakarta,"Analisa dan pengembangan brand awareness, Pemasaran dan Penjualan, Komunikasi negosiasi dan membangun relasi",-6.1754049,106.827168,NON-IPTEK
